X,Y,SITE_NO,ROAD_NAME,LOCATION_DESC,TRAFFIC_YEAR,MON_SUN,MON_FRI,SAT_SUN,PCT_HEAVY_MON_SUN,PCT_HEAVY_MON_FRI,PCT_HEAVY_SAT_SUN,NETWORK_PERFORMANCE_SITE,LG_NO,LG_NAME,RA_NO,RA_NAME,OBJECTID,GlobalID
115.646082,-33.37898,50871,Bussell Hwy,North of Centenary Rd,2023/24,26340,27831,22644,10.5,11.7,7.5,No,204,Bunbury (C),2,South West,7317735,{4DEBB282-858B-4E70-AE92-9DAFA9EDC5F6}
115.577012,-33.504104,51051,Bussell Hwy,North of Roberts Rd,2023/24,16122,16808,14440,17,18.6,12.3,No,206,Capel,2,South West,7317781,{83F16F7F-E81C-43A9-9DC9-7A74839BFAFF}
115.204879,-33.6521099999999,51133,Caves Rd,South of Siesta Park Rd,2022/23,9982,9785,9836,9.9,11.7,7.1,No,205,Busselton (C),2,South West,7317802,{2216476C-49EF-4C76-9C8B-A096E4FDA811}
115.658838,-33.4055079999999,51636,Allenville Rd,North of Hasties Rd,2021/22,2447,2745,1756,24.6,27.5,16.7,No,206,Capel,2,South West,7317858,{DF7E61A0-7A23-4515-A9C7-968F008A2348}
115.71585,-33.2661689999999,51775,Cathedral Av,North of Elinor Bell Rd,2022/23,1301,1291,1346,7.5,8.1,6.5,No,211,Harvey,2,South West,7317908,{CA3F3A37-867C-4C38-8183-E5249AA833BF}
115.586253,-33.4558549999999,51972,Minninup Rd,North of Rich Rd,2021/22,161,165,147,11.2,12.7,8.2,No,206,Capel,2,South West,7316572,{3E5D08E0-635D-4A3E-A789-705B81194EB6}
115.91352,-33.4665909999999,52106,Ferguson Rd,East of Wellington Mill Rd,2024/25,521,486,605,11.5,13,8.6,No,208,Dardanup,2,South West,7316601,{D53E7523-9FE1-4708-BE6D-B917E3C51FFE}
115.749828,-32.524932,52417,Reynolds Av,North of Rubida Cl,2022/23,869,930,715,3.5,3.7,2.8,No,212,Mandurah (C),2,South West,7316674,{68601D4A-C98F-4A79-A044-DB33DB7E6E9E}
116.30892,-33.3847249999999,52703,Coalfields Rd,West of Centaur Rd,2024/25,684,692,655,35.4,38.3,29.2,No,207,Collie,2,South West,7316707,{F2236462-00E7-42D6-A990-A707566FBA9A}
115.100612,-33.853732,52860,Bussell Hwy,South of Memorial Dr,2021/22,8585,9239,7049,13,14.2,9.7,No,201,Augusta - Margaret River,2,South West,7316731,{9BE5D002-4993-4674-A148-6993C34E4EE5}
115.591391,-33.470367,53165,Bourne Lp,South of Fishermans Rd,2020/21,44,46,41,18.2,19.6,14.6,No,206,Capel,2,South West,7316497,{549700C6-A3E8-4820-A163-5E69F90CA265}
115.635159,-33.4163339999999,53646,Ducane Rd,East of Hampstead St,2021/22,59,63,46,10.2,9.5,8.7,No,206,Capel,2,South West,7316219,{2AF164AC-EC67-4D17-BB8B-099DB119AC76}
115.623649,-33.4053729999999,53667,Wake Dr,West of Daleyup Bvd,2021/22,707,838,428,9.2,9.8,7.5,No,206,Capel,2,South West,7316234,{3DC50424-360A-4318-A427-4E79C0C9EF0E}
115.734681,-33.410831,53745,Padbury Rd,North of Garvey Rd,2024/25,176,185,155,9.7,11.9,7.1,No,208,Dardanup,2,South West,7316274,{6CB7F620-B9C7-4B93-A7B1-D4CDC713B9D1}
115.7567,-33.4006029999999,53756,Hayward St,East of Little St,2022/23,621,708,424,6.9,7.9,4.2,No,208,Dardanup,2,South West,7316284,{29BECB3B-59BB-40FE-B247-4A67F16C91BC}
116.266146,-32.8086699999999,53769,Pinjarra Williams Rd,East of Dwellingup,2025/26,1159,1212,1027,16.9,18,13.2,Yes,214,Boddington,2,South West,7316295,{8B6128AF-8783-48B6-9B18-E156545AD9B9}
115.725052,-33.3180359999999,53806,Edith Cowan Av,South of Murdoch Cr,2024/25,2282,2491,1756,3.1,3.7,1.7,No,208,Dardanup,2,South West,7316324,{452B2080-280E-4852-B3DD-A0DEEB8C3CCE}
115.709863,-33.3225389999999,53832,Pecan Ln,East of Fuschia Gdns,2022/23,110,113,102,6.4,7.1,6.9,No,208,Dardanup,2,South West,7316341,{9F66F5EE-E7D5-4A64-A29A-6369D7893A8F}
115.736526,-33.5079739999999,53858,South Western Hwy,North of Shenton Rd,2023/24,7309,7904,5903,23.7,25.9,17.6,No,206,Capel,2,South West,7316360,{87D427C1-4374-4204-B3BD-9CA1A9D78E73}
115.833745,-33.359294,53872,Henty Rd,North of Giumelli Rd,2023/24,249,226,312,25.7,26.5,22.8,No,208,Dardanup,2,South West,7316371,{CB046607-7127-4F01-8717-A2EC7050451E}
115.718489,-33.356441,53899,Harris Rd,West of Golding Cr,2023/24,1456,1891,591,42.9,44.5,34.7,No,208,Dardanup,2,South West,7316381,{6FB1C3E8-B8B4-4255-B7BA-5361A5D34205}
115.793532,-33.503542,53913,Joshua Creek Rd,West of Crooked Brook Rd,2023/24,40,43,32,45,44.2,43.8,No,208,Dardanup,2,South West,7316391,{D1FE181E-FDF0-4E66-B895-68C0AEA57A22}
115.917786,-33.469455,53925,South Rd,East of Ferguson Rd,2023/24,44,49,33,9.1,8.2,9.1,No,208,Dardanup,2,South West,7316402,{83968C22-6DE1-4446-A52B-F64D6BD89F55}
115.704203,-33.3212839999999,53983,Diadem St ,West of Millard St,2024/25,367,470,184,9,7.2,14.1,No,208,Dardanup,2,South West,7316432,{E17A4D25-1112-44F9-8880-3B7FC1978923}
115.730076,-33.2996929999999,54009,Eaton Dr,North of Jindalee Way,2024/25,9870,10232,8945,3.2,3.3,3.1,No,208,Dardanup,2,South West,7316448,{ECCCFA75-061F-45A5-BBCC-3BAAF0169D55}
115.737125,-33.306103,54039,Millbridge Bvd,South of Braddon Way,2025/26,992,1029,882,23.3,25,19.5,No,208,Dardanup,2,South West,7316461,{91FD9300-D3D9-40F8-8C5B-FAE192702DAA}
115.732541,-32.5223599999999,6553,Anstruther Rd,North of Lefroy Rd,2020/21,6255,7027,4443,5,5.3,4.1,No,212,Mandurah (C),2,South West,7318586,{C7B234E2-FCCE-4EB5-933F-8FE8E1DFC33E}
118.457131,-33.100763,15571,Stubbs St,West of Bishop St,2022/23,786,884,533,30.2,33.4,22,No,311,Lake Grace,8,Wheatbelt,7317214,{7C973755-88B0-48E1-971C-5C5B8DC1B0A3}
116.69006,-31.64849,15942,Yilgarn Av,North of York Rd,2020/21,1465,1655,978,18.6,20.4,14.3,No,421,Northam,8,Wheatbelt,7317240,{A10D47DA-BFC0-4D05-BFC7-F40F687BC015}
116.44005,-31.06263,16011,Bindi Bindi Toodyay Rd,North of Calingiri New Norcia Rd,2020/21,143,159,109,18.9,21.4,9.2,No,517,Victoria Plains,8,Wheatbelt,7317250,{B2A23AAC-2559-40C0-BDA3-269CEB19C76F}
116.058185,-30.933555,16094,Gillingarra New Norcia Rd,East of Bindoon Moora Rd,2024/25,89,98,62,32.6,35.7,21,No,517,Victoria Plains,8,Wheatbelt,7317262,{2BD67898-7626-485B-AA45-F2E7D5D0EB67}
117.50002,-30.46327,16151,Koorda Mollerin Rd,South of Burrakin Wialki Rd,2020/21,20,22,14,35,31.8,28.6,No,411,Koorda,8,Wheatbelt,7317273,{DF1BE270-95C9-4DF4-8D8C-C2A4F4EC512F}
116.08486,-31.31575,16815,Bindoon Moora Rd,North of Mooliabeenee Rd,2020/21,616,665,499,21.4,24.7,12.6,No,502,Chittering,8,Wheatbelt,7317341,{3B095D0B-3A78-4E46-A1E4-C94E6F655220}
117.352332,-32.335796,17117,Brookton Corrigin Rd,West of Dangin Mears Rd,2021/22,608,669,441,32.1,39.2,15.4,No,402,Brookton,8,Wheatbelt,7317356,{EC8052FD-7940-4130-83F7-1297CABE8566}
118.425875,-32.5138029999999,17240,Kondinin Hyden Rd,West of Thompson Rd,2021/22,355,359,320,29.3,34.5,19.1,No,410,Kondinin,8,Wheatbelt,7317366,{9191E429-42B8-4F36-A829-84AF900244F5}
117.178572,-32.9391859999999,17360,Federal St,North of Herald St,2020/21,2127,2474,1319,9.9,11.1,6.5,No,418,Narrogin,8,Wheatbelt,7317376,{B02EDCFF-9397-4764-9314-CFADEEB5CFAA}
117.35443,-33.3048899999999,17560,Tudhoe St,East of Jaloran Rd,2022/23,885,1095,455,29.5,29.9,28.4,No,315,Wagin,8,Wheatbelt,7317386,{0B72E190-51EB-4720-9D0D-5C981CE0A9B8}
117.00409,-31.6431299999999,17624,Great Eastern Hwy,South of Vanzetti St,2020/21,2454,2579,2153,32.1,33.9,27.1,No,406,Cunderdin,8,Wheatbelt,7317396,{EC843A53-D0CF-487E-9878-AA34DCF14440}
116.005844,-30.6231529999999,17660,Tootra St,East of Midlands Rd,2020/21,223,256,149,39.5,41,32.9,No,510,Moora,8,Wheatbelt,7317406,{ED6BCCD6-CF22-4675-9F9B-5ABEDBCD1092}
116.451733,-31.094375,17802,Bindi Bindi Toodyay Rd,East of Wongan Hills Calingiri West Rd,2022/23,300,326,234,23.3,27,14.1,No,517,Victoria Plains,8,Wheatbelt,7317416,{991E722C-6D62-444C-889E-AA19E4CA1D30}
117.878307,-32.790672,18626,Rabbit Proof Fence Rd,South of Williams Kondinin Rd,2022/23,92,105,62,34.8,39,22.6,No,429,Wickepin,8,Wheatbelt,7317458,{99D21B43-774F-48AA-9A17-5A1C0B9DA80B}
116.059408,-30.3065989999999,19526,Midlands Rd,South of Ellis Rd,2022/23,513,540,444,15.8,18.5,9.2,No,510,Moora,8,Wheatbelt,7317598,{5CA3DE93-A196-4C13-8593-439262AABC06}
118.340236,-32.0520319999999,50408,Bruce Rock Narembeen Rd,North of Dayman Rd,2020/21,148,158,116,15.5,17.1,10.3,No,417,Narembeen,8,Wheatbelt,7317642,{5EC52F08-0AF0-4851-96D0-31C2FC0EDBED}
116.300915,-31.705497,51573,Toodyay Rd,West of Dryandra Rd,2021/22,2871,2791,2954,20.9,23.8,15.2,No,426,Toodyay,8,Wheatbelt,7317849,{C2010BE0-5DD2-4F26-B2CF-BCFBB5AA6434}
117.71538,-31.604979,52515,Bencubbin Kellerberrin Rd,North of Goldfields Rd,2022/23,130,142,102,26.9,28.2,22.5,No,409,Kellerberrin,8,Wheatbelt,7316694,{3954534A-129C-489A-A9FB-92063B2C096B}
116.218205,-30.711518,52768,Great Northern Hwy,South of Midlands Rd,2025/26,1257,1354,1012,58.5,60.7,51,Yes,510,Moora,8,Wheatbelt,7316723,{B625F0C3-68E2-472B-8F50-F1066F100A46}
116.001125,-31.546255,53110,Great Northern Hwy,North of Brand Hwy,2021/22,5169,5164,5033,29,32.6,21.4,No,502,Chittering,8,Wheatbelt,7316485,{36B1396B-C105-44ED-882A-C88A2320EED4}
118.570893,-31.3784719999999,53175,Great Eastern Hwy,East of Walgoolan South Rd,2020/21,1450,1558,1195,34.9,35.9,31.9,No,428,Westonia,8,Wheatbelt,7316503,{2C81604A-D263-4AB0-A89A-82A4028E9C0F}
116.45959,-31.53842,53214,Telegraph Rd,North of Connor St,2020/21,1169,1234,1001,15.1,16.5,11.4,No,426,Toodyay,8,Wheatbelt,7316518,{6AF09F6F-5106-4A26-AA5B-A7A6D41BBE90}
118.626,-32.7504099999999,53257,Luke Price Rd,North of Pingaring Varley Rd,2020/21,35,43,19,22.9,25.6,15.8,No,412,Kulin,8,Wheatbelt,7316550,{A08480CC-BF3A-4818-A222-88E09A8A4F9F}
117.010242,-31.6569239999999,53270,Quellington Rd,South of Great Eastern Hwy,2022/23,97,101,83,23.7,23.8,19.3,No,406,Cunderdin,8,Wheatbelt,7316057,{56F0CF0A-6C0C-401E-B440-1E1011F7275E}
117.07646,-32.51397,53293,Great Southern Hwy,North of Review St,2020/21,824,855,747,23.9,26.4,17.4,No,423,Pingelly,8,Wheatbelt,7316075,{B705A8BB-FD4E-42CA-855E-177D9FD909C0}
116.036597,-30.628634,53307,Miling Moora Rd,East of Barber Rd,2022/23,243,290,142,21.8,23.4,14.1,No,510,Moora,8,Wheatbelt,7316085,{5B3010D8-F589-4589-A09D-517DFADCDC49}
115.925698,-31.4537769999999,53585,Airfield Rd,West of Brand Hwy,2021/22,169,214,76,27.2,28,19.7,No,507,Gingin,8,Wheatbelt,7316175,{03D3A4F1-274C-48B1-B3CB-A4C43C719A0C}
117.51874,-32.4245099999999,53671,Bulleye Rd,North of Gardners Rd,2022/23,20,25,10,50,52,30,No,404,Corrigin,8,Wheatbelt,7316237,{D462EA24-9B94-4365-B1F7-8641C10DE7D7}
115.69951,-30.8796399999999,53682,Dandaragan Rd,North of Rowes Rd,2022/23,199,159,310,17.6,22.6,11,No,504,Dandaragan,8,Wheatbelt,7316247,{0DEEAF62-B3FE-4DE8-A81C-18C4EA5DCC83}
116.6512,-31.6447699999999,6026,Newcastle Rd,East of Colebatch Rd,2020/21,1904,2153,1268,13.5,14.4,11.1,No,421,Northam,8,Wheatbelt,7318497,{416ABFE9-B186-4854-A1A9-B7358786E336}
116.45683,-31.7494599999999,6995,Great Eastern Hwy,East of Berry Brow Rd,2024/25,6783,7102,5898,26.3,29.2,19.1,No,421,Northam,8,Wheatbelt,7316809,{34E7BEFF-498F-427B-AD4A-9B18FA4F46A7}
